[2026-03-22T08:06:37.968Z] GET https://elevenlabs.io/docs/conversational-ai/overview → pending (?ms, ?B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/deb7667548f441a1.js → 200 (103ms, 29330B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/2f58dd43ecb28511.js → 200 (103ms, 55410B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/c9c71954dde69518.js → 200 (103ms, 8137B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/0d6d24fc42ce05f0.js → 200 (123ms, 936017B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/334d9cf9b4c941df.js → 200 (103ms, 29871B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/1e984b5e6a154ae1.js → 200 (103ms, 59580B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/4fe0b44440344739.js → 200 (103ms, 57150B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/741ecce9a56375a4.js → 200 (123ms, 936017B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/3a8710976a298443.js → 200 (108ms, 264428B)
[2026-03-22T08:07:13.482Z] GET https://app.buildwithfern.com/_next/static/chunks/5161bcc7d28228a1.js → 200 (132ms, 1566200B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/ab8c0177d1abfdd9.js → 200 (106ms, 132629B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/00cbb106a023de92.js → 200 (103ms, 2592B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/9896e9cada82d044.js → 200 (103ms, 45598B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/84032c28c856591f.js → 200 (103ms, 21712B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/37c9cdf3b658bccf.js → 200 (104ms, 23341B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/c0cc8277d2a31db8.js → 200 (103ms, 37211B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/11aa287f8fcefa94.js → 200 (129ms, 1566200B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/981fd10be18e4b5e.js → 200 (103ms, 27777B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/164d65a906b89f3d.js → 200 (105ms, 68754B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/1038fc6b604e19fb.js → 200 (103ms, 54736B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/dfcee166e24cf1a4.js → 200 (103ms, 1793B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/6215fdaa8675d2be.js → 200 (104ms, 10810B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/44676638e25b04a7.js → 200 (106ms, 132629B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/40f3472cfc1f1237.js → 200 (104ms, 34764B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/8a1f95bd89c6155c.js → 200 (130ms, 1566200B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/b668f1005391f6cb.js → 200 (107ms, 172328B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/4f65cf21195b27f7.js → 200 (104ms, 4055B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/e4c7eff56aa6fde6.js → 200 (104ms, 4007B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/908c29233c094e06.js → 200 (105ms, 26762B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/1c3838161c794ca7.js → 200 (105ms, 2638B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/9ab9258d62a0f4ad.js → 200 (105ms, 3575B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/e3333052556b2328.js → 200 (105ms, 143B)
[2026-03-22T08:07:13.483Z] GET https://elevenlabs.io/docs/api/fern-docs/search/v2/key → 200 (388ms, 306B)
[2026-03-22T08:07:13.483Z] GET https://app.buildwithfern.com/_next/static/chunks/18009d33adfd1d9c.js → 200 (?ms, 2865B)
[2026-03-22T08:07:13.483Z] GET https://www.googletagmanager.com/gtag/js?id=G-82RG1PXYVW → 200 (1ms, 510094B)
[2026-03-22T08:07:13.484Z] GET https://player.vimeo.com/api/player.js → 200 (106ms, 24397B)
[2026-03-22T08:07:13.497Z] GET https://www.youtube-nocookie.com/embed/pB33QxKN8P8?rel=0&autoplay=0 → 200 (135ms, 117774B)
[2026-03-22T08:07:13.497Z] GET https://player.vimeo.com/video/1061374724?h=bd9bdb535e&badge=0&autopause=0&player_id=0&app_id=58479 → 200 (350ms, 20332B)
[2026-03-22T08:07:13.605Z] GET https://app.buildwithfern.com/_next/image?url=https%3A%2F%2Ffiles.buildwithfern.com%2Fhttps%3A%2F%2Felevenlabs.docs.buildwithfern.com%2Fdocs%2Ffb6e6619e4e7a5f19c2a86f9c2a489f5cb33cfb0883c14a06f0eec3cb35d71d5%2Fassets%2Fimages%2Fconversational-ai%2Ftool-configuration.jpg&w=3840&q=75 → 200 (87ms, 37264B)
[2026-03-22T08:07:13.869Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/www-player.css → 200 (1ms, 526680B)
[2026-03-22T08:07:13.869Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/player_ias.vflset/en_US/embed.js → 200 (1ms, 33164B)
[2026-03-22T08:07:13.870Z] GET https://www.youtube-nocookie.com/s/embeds/c5dd6dc7/www-embed-player.vflset/www-embed-player.js → 200 (?ms, 405804B)
[2026-03-22T08:07:13.870Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/player_ias.vflset/en_US/base.js → 200 (?ms, 2706501B)
[2026-03-22T08:07:13.871Z] GET https://f.vimeocdn.com/p/4.46.33/js/player.module.js → 200 (371ms, 558022B)
[2026-03-22T08:07:13.871Z] GET https://f.vimeocdn.com/p/4.46.33/js/vendor.module.js → 200 (341ms, 534103B)
[2026-03-22T08:07:13.871Z] GET https://f.vimeocdn.com/p/4.46.33/css/player.css → 200 (208ms, 197826B)
[2026-03-22T08:07:13.885Z] GET https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (?ms, ?B)
[2026-03-22T08:07:13.888Z] GET https://i.vimeocdn.com/video/1988095008-2b29c09efc1e27ba6fe7d345bc07c24dfb8136cfac93876ff723c335ee7bf3cc-d?mw=80&q=85 → 200 (202ms, 1515B)
[2026-03-22T08:07:14.079Z] GET https://www.youtube-nocookie.com/s/player/1ebf2aa6/player_ias.vflset/en_US/remote.js → 200 (?ms, 124503B)
[2026-03-22T08:07:14.079Z] GET https://i.ytimg.com/vi_webp/pB33QxKN8P8/maxresdefault.webp → 200 (72ms, 21612B)
[2026-03-22T08:07:14.083Z] GET https://yt3.ggpht.com/c9ik7bc8n_f-W6XJKvBpiiCoDsQ7IKDruGZvxHAee5J8kFybBWWnj1TYAjJMF5x_a1Rrg5a31w=s68-c-k-c0x00ffffff-no-rj → 200 (?ms, 701B)
[2026-03-22T08:07:14.094Z] GET https://www.gstatic.com/cv/js/sender/v1/cast_sender.js → 200 (?ms, 4272B)
[2026-03-22T08:07:14.290Z] GET https://f.vimeocdn.com/js_opt/modules/utils/vuid.min.js → 200 (80ms, 1862B)
[2026-03-22T08:07:14.290Z] GET https://i.vimeocdn.com/video/1988095008-2b29c09efc1e27ba6fe7d345bc07c24dfb8136cfac93876ff723c335ee7bf3cc-d?mw=800&mh=834 → 200 (80ms, 30678B)
[2026-03-22T08:07:14.290Z] POST https://arclight.vimeo.com/add/player-stats?beacon=1&session-id=55cc65f1d833f4b0874d36e5533814038aef36871774166833 → pending (?ms, ?B)
[2026-03-22T08:07:14.371Z] POST https://vimeo.com/ablincoln/vuid?pid=55cc65f1d833f4b0874d36e5533814038aef36871774166833 → pending (?ms, ?B)
[2026-03-22T08:07:14.386Z] GET https://i.vimeocdn.com/portrait/110917446_60x60?sig=0e0204d0e4b39253fe4d00c3d26348673bd3e00cc627bc1edc13bde4ebace3e7&v=1&region=us → 200 (62ms, 512B)
[2026-03-22T08:07:14.542Z] GET https://www.google.com/js/th/-i-oUoWtyA8QK5rROS75TlMhepI2Jm9XoYFh4PVqK3I.js → 200 (?ms, 62298B)
[2026-03-22T08:07:14.586Z] GET https://www.youtube-nocookie.com/generate_204?9DYP6A → 204 (71ms, ?B)
[2026-03-22T08:07:14.591Z] POST https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT → 200 (81ms, 102B)
[2026-03-22T08:07:15.739Z] GET https://app.buildwithfern.com/_next/static/chunks/725575b30e2f1def.js → 200 (3ms, 622595B)
[2026-03-22T08:07:15.739Z] GET https://www.googletagmanager.com/gtag/js?id=G-82RG1PXYVW → 200 (3ms, 510094B)
[2026-03-22T08:07:15.739Z] GET https://app.buildwithfern.com/_next/static/chunks/fa62e2dc461d2c7e.js → 200 (4ms, 1335B)
[2026-03-22T08:07:15.743Z] GET https://elevenlabs.io/docs/eleven-agents/integrate/environment-variables?_rsc=1tvx1 → 200 (323ms, ?B)
[2026-03-22T08:07:15.743Z] GET https://elevenlabs.io/docs/eleven-agents/integrate/overview?_rsc=1tvx1 → 200 (329ms, ?B)
[2026-03-22T08:07:15.743Z] GET https://elevenlabs.io/docs/eleven-agents/customization/authentication?_rsc=1tvx1 → 200 (342ms, ?B)
[2026-03-22T08:07:15.743Z] GET https://elevenlabs.io/docs/eleven-agents/customization/personalization?_rsc=1tvx1 → 200 (319ms, ?B)
[2026-03-22T08:07:15.770Z] GET https://elevenlabs.io/docs/api/fern-docs/search/v2/facet?apiKey=NTc1NWRiOTlhMzNkMDgzZjY2ODdjMTY1NGU1MzhmNTQwOTAxNDM2ZTQ5ZDRlYmMwYmY1YjZiNGUyNDc2NTg2MWZpbHRlcnM9ZG9tYWluJTNBZWxldmVubGFicy5pbyUyMEFORCUyMGF1dGhlZCUzQWZhbHNlJTIwQU5EJTIwTk9UJTIwdHlwZSUzQW5hdmlnYXRpb24mcmVzdHJpY3RJbmRpY2VzPWZlcm5fZG9jc19zZWFyY2gmdmFsaWRVbnRpbD0xNzc0MjUzMjMz → 200 (472ms, 446B)
[2026-03-22T08:07:15.806Z] GET https://app.buildwithfern.com/_next/static/chunks/f58249b48a3fbf73.js → 200 (3ms, 7105B)
[2026-03-22T08:07:15.806Z] GET https://app.buildwithfern.com/_next/static/chunks/2cc2b0f254a29b51.js → 200 (4ms, 18765B)
[2026-03-22T08:07:15.818Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/11264110897/?random=1774166835813&cv=11&fst=1774166835813&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115938466~115938468~116024733~117484252~117512543~118104772&u_w=1280&u_h=720&url=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fserver-tools&frm=0&tiba=Server%20tools%20%7C%20ElevenLabs%20Documentation&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1036220106.1774166801&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=4 → 200 (124ms, 5492B)
[2026-03-22T08:07:15.818Z] POST https://www.google.com/ccm/collect?frm=0&en=page_view&dl=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fserver-tools&scrsrc=www.googletagmanager.com&rnd=1095408335.1774166836&dt=Server%20tools%20%7C%20ElevenLabs%20Documentation&auid=1036220106.1774166801&navt=n&npa=0&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115938466~115938468~116024733~117484252~117512543~118104772&apve=1&apvf=f&apvc=1&tids=AW-11264110897&tid=AW-11264110897&tft=1774166835817&tfd=3154 → 200 (124ms, ?B)
[2026-03-22T08:07:15.825Z] GET https://app.buildwithfern.com/_next/static/chunks/119356eebca77486.js → 200 (13ms, 179528B)
[2026-03-22T08:07:15.826Z] GET https://elevenlabs.io/player/audioNativeHelper.js → 200 (1ms, 3002B)
[2026-03-22T08:07:15.826Z] GET https://files.buildwithfern.com/https://elevenlabs.docs.buildwithfern.com/docs/cb3b642033556dfe3a4bc4cee6275841ddee14fdf4ab923c91e6a320da28272e/assets/scripts/widget.js → 200 (1ms, 4122B)
[2026-03-22T08:07:15.826Z] GET https://files.buildwithfern.com/https://elevenlabs.docs.buildwithfern.com/docs/b2b6751e096791ef59511b217c67cc622aa9411b4a3c371e9a41c5b88db4cb47/assets/scripts/audio-player.js → 200 (2ms, 1065B)
[2026-03-22T08:07:15.828Z] GET https://unpkg.com/@elevenlabs/convai-widget-embed → 302 (?ms, ?B)
[2026-03-22T08:07:15.828Z] GET https://unpkg.com/@elevenlabs/convai-widget-embed@0.10.5/dist/index.js → 200 (35ms, 1381722B)
[2026-03-22T08:07:15.856Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/dead-clicks-autocapture.js?v=1.357.2 → 200 (313ms, 13059B)
[2026-03-22T08:07:15.856Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/web-vitals.js?v=1.357.2 → 200 (315ms, 6599B)
[2026-03-22T08:07:15.856Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/array/phc_yQgAEdJJkVpI24NdSRID2mor1x1leRpDoC9yZ9mfXal/config.js → 200 (375ms, 860B)
[2026-03-22T08:07:15.856Z] GET https://elevenlabs.io/hog/static/dead-clicks-autocapture.js?v=1.357.2 → 200 (8ms, 13059B)
[2026-03-22T08:07:15.856Z] GET https://elevenlabs.io/hog/static/web-vitals.js?v=1.357.2 → 200 (9ms, 6599B)
[2026-03-22T08:07:15.856Z] GET https://elevenlabs.io/hog/array/phc_KQDh5IkRcTsPOoUtwmVxoATdOqNYCo0vTdwE77aNOQv/config.js → pending (?ms, ?B)
[2026-03-22T08:07:15.911Z] GET https://api.us.elevenlabs.io/v1/convai/agents/q6EtujId97WBxLEUlEgQ/widget → 200 (228ms, 38335B)
[2026-03-22T08:07:15.943Z] GET https://www.google.com/pagead/1p-user-list/11264110897/?random=1774166835813&cv=11&fst=1774166400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115938466~115938468~116024733~117484252~117512543~118104772&u_w=1280&u_h=720&url=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fserver-tools&frm=0&tiba=Server%20tools%20%7C%20ElevenLabs%20Documentation&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1036220106.1774166801&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSvwEABaugfQdbHweG0ofrw9My_fWryuNnbi1kI1TvJon91Dcw8Vaqfs5DuAbjyDtCjYPE-xplGadWqD0rE1uMI1LQA5B73D-S0WgUT7fWGzjViCSxxCy6bWz4H7BbhCRToM-bOVbkF458tBXMzLWhF5rGhAmFeXX6dSP2C7uF8_SVzKgMh9I2j991JhyFo1nLG3qH8lBzLmkIAU1qhVfN--epItLzn2bkONIX-5XoJEi5DEUoj7a3UgPQa9T1PNwDtg&random=374653268&rmt_tld=0&ipr=y → 200 (77ms, 42B)
[2026-03-22T08:07:15.943Z] GET https://www.google.am/pagead/1p-user-list/11264110897/?random=1774166835813&cv=11&fst=1774166400000&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45je63j1h2v897329066za200zd897329066xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=103116026~103200004~115938466~115938468~116024733~117484252~117512543~118104772&u_w=1280&u_h=720&url=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fserver-tools&frm=0&tiba=Server%20tools%20%7C%20ElevenLabs%20Documentation&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1036220106.1774166801&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&data=event%3Dgtag.config&rfmt=3&fmt=3&is_vtc=1&cid=CAQSvwEABaugfQdbHweG0ofrw9My_fWryuNnbi1kI1TvJon91Dcw8Vaqfs5DuAbjyDtCjYPE-xplGadWqD0rE1uMI1LQA5B73D-S0WgUT7fWGzjViCSxxCy6bWz4H7BbhCRToM-bOVbkF458tBXMzLWhF5rGhAmFeXX6dSP2C7uF8_SVzKgMh9I2j991JhyFo1nLG3qH8lBzLmkIAU1qhVfN--epItLzn2bkONIX-5XoJEi5DEUoj7a3UgPQa9T1PNwDtg&random=374653268&rmt_tld=1&ipr=y → 200 (75ms, 42B)
[2026-03-22T08:07:16.092Z] GET https://elevenlabs.io/docs/overview/intro?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:16.093Z] GET https://elevenlabs.io/docs/overview/models?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:16.099Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/system-tools?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:16.113Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/mcp?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:16.233Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/dead-clicks-autocapture.js?v=1.357.2 → pending (?ms, ?B)
[2026-03-22T08:07:16.233Z] GET https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/static/surveys.js?v=1.357.2 → pending (?ms, ?B)
[2026-03-22T08:07:16.240Z] POST https://elevenlabs.io/docs/api/fern-docs/analytics/posthog/flags/?v=2&ip=0&_=1774166836239&ver=1.357.2&compression=base64 → pending (?ms, ?B)
[2026-03-22T08:07:16.488Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/server-tools?_rsc=1tvx1 → 200 (324ms, 1048371B)
[2026-03-22T08:07:16.488Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools/client-tools?_rsc=1tvx1 → 200 (341ms, ?B)
[2026-03-22T08:07:16.488Z] GET https://elevenlabs.io/docs/eleven-agents/customization/tools?_rsc=1tvx1 → 200 (324ms, ?B)
[2026-03-22T08:07:16.489Z] GET https://elevenlabs.io/docs/eleven-agents/customization/knowledge-base?_rsc=1tvx1 → 200 (318ms, ?B)
[2026-03-22T08:07:16.593Z] GET https://elevenlabs.io/hog/static/posthog-recorder.js?v=1.357.2 → 200 (10ms, 253310B)
[2026-03-22T08:07:16.593Z] GET https://elevenlabs.io/hog/api/surveys/?token=phc_KQDh5IkRcTsPOoUtwmVxoATdOqNYCo0vTdwE77aNOQv&ip=0&_=1774166836590&ver=1.357.2 → 200 (660ms, 74259B)
[2026-03-22T08:07:16.603Z] POST https://elevenlabs.io/hog/flags/?v=2&ip=0&_=1774166836602&ver=1.357.2&compression=base64 → 200 (537ms, 114722B)
[2026-03-22T08:07:16.678Z] POST https://www.youtube-nocookie.com/youtubei/v1/log_event?alt=json → 200 (81ms, 28B)
[2026-03-22T08:07:16.840Z] GET https://elevenlabs.io/docs/eleven-agents/customization/voice?_rsc=1tvx1 → 200 (319ms, ?B)
[2026-03-22T08:07:16.840Z] GET https://elevenlabs.io/docs/eleven-agents/build/overview?_rsc=1tvx1 → 200 (334ms, ?B)
[2026-03-22T08:07:16.842Z] GET https://elevenlabs.io/docs/eleven-agents/quickstart?_rsc=1tvx1 → 200 (327ms, ?B)
[2026-03-22T08:07:16.886Z] GET https://elevenlabs.io/docs/eleven-agents/overview?_rsc=1tvx1 → 200 (337ms, 1032926B)
[2026-03-22T08:07:17.198Z] GET https://elevenlabs.io/docs/changelog?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:17.210Z] GET https://elevenlabs.io/docs/api-reference/introduction?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:17.214Z] GET https://elevenlabs.io/docs/eleven-api/quickstart?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:17.259Z] GET https://elevenlabs.io/docs/eleven-creative/overview?_rsc=1tvx1 → pending (?ms, ?B)
[2026-03-22T08:07:20.820Z] POST https://analytics.google.com/g/collect?v=2&tid=G-82RG1PXYVW&gtm=45je63j1h2v897329066za200zd897329066&_p=1774166833484&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=1059595729.1774166801&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.3.1&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AAAAAGQ&_s=1&tag_exp=103116026~103200004~115938466~115938468~116024733~117484252~117512543~118104772&sid=1774166801&sct=1&seg=1&dl=https%3A%2F%2Felevenlabs.io%2Fdocs%2Feleven-agents%2Fcustomization%2Ftools%2Fserver-tools&dt=Server%20tools%20%7C%20ElevenLabs%20Documentation&en=page_view&_ee=1&tfd=8152 → 204 (77ms, ?B)
[2026-03-22T08:08:13.921Z] POST https://www.youtube-nocookie.com/youtubei/v1/log_event?alt=json → 200 (222ms, 28B)
[2026-03-22T08:11:11.143Z] GET http://localhost:18432/gstack-sketch-1774167059.html → 200 (26ms, 13690B)
[2026-03-22T08:11:11.145Z] POST https://www.youtube-nocookie.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
